date,inverter_name,energy_kwh,max_power_kw,rated_kw,capacity_factor_pct
2026-01-29,FJL-TS2-INV09,71.67,31.03,252.5,1.18
2026-01-29,FJL-TS2-INV10,70.89,29.99,252.5,1.17
2026-01-29,FJL-TS3-INV01,99.53,40.84,252.5,1.64
2026-01-29,FJL-TS3-INV02,94.79,43.38,252.5,1.56
2026-01-29,FJL-TS3-INV03,93.99,43.3,252.5,1.55
2026-01-29,FJL-TS3-INV04,78.29,33.22,252.5,1.29
2026-01-29,FJL-TS3-INV05,68.39,27.04,252.5,1.13
2026-01-29,FJL-TS3-INV06,89.26,34.34,252.5,1.47
2026-01-29,FJL-TS3-INV07,86.32,36.29,252.5,1.42
2026-01-29,FJL-TS3-INV08,92.29,38.91,252.5,1.52
2026-01-29,FJL-TS4-INV01,83.94,35.3,252.5,1.39
2026-01-29,FJL-TS4-INV02,48.74,20.42,252.5,0.8
2026-01-29,FJL-TS4-INV03,39.65,17.68,252.5,0.65
2026-01-29,FJL-TS4-INV04,69.53,33.21,252.5,1.15
2026-01-29,FJL-TS4-INV05,82.93,36.29,252.5,1.37
2026-01-29,FJL-TS4-INV06,79.81,30.36,252.5,1.32
2026-01-29,FJL-TS4-INV07,84.08,35.39,252.5,1.39
2026-01-29,FJL-TS4-INV08,96.39,40.61,252.5,1.59
2026-01-29,FJL-TS5-INV01,59.24,26.91,252.5,0.98
2026-01-29,FJL-TS5-INV02,63.23,27.14,252.5,1.04
2026-01-29,FJL-TS5-INV03,69.18,28.01,252.5,1.14
2026-01-29,FJL-TS5-INV04,47.49,17.96,252.5,0.78
2026-01-29,FJL-TS5-INV05,44.5,15.67,252.5,0.73
2026-01-29,FJL-TS5-INV06,57.95,23.02,252.5,0.96
2026-01-29,FJL-TS5-INV07,56.13,21.6,252.5,0.93
2026-01-29,FJL-TS5-INV08,62.2,27.63,252.5,1.03
2026-01-29,FJL-TS5-INV09,53.42,22.27,252.5,0.88
2026-01-29,FJL-TS5-INV10,59.12,24.34,252.5,0.98
2026-01-29,FJL-TS6-INV01,52.36,18.86,252.5,0.86
2026-01-29,FJL-TS6-INV02,56.11,22.77,252.5,0.93
2026-01-29,FJL-TS6-INV03,77.61,36.4,252.5,1.28
2026-01-29,FJL-TS6-INV04,87.72,42.74,252.5,1.45
2026-01-29,FJL-TS6-INV05,77.3,36.1,252.5,1.28
2026-01-29,FJL-TS6-INV06,66.95,29.22,252.5,1.1
2026-01-29,FJL-TS6-INV07,70.36,32.04,252.5,1.16
2026-01-29,FJL-TS6-INV08,64.61,30.06,252.5,1.07
2026-01-29,FJL-TS6-INV09,73.83,37.06,252.5,1.22
2026-01-29,FJL-TS6-INV10,71.38,32.55,252.5,1.18
2026-01-30,FJL-TS1-INV01,121.57,34.6,252.5,2.01
